State,City,Zipcode,Bedroom,Bathroom,Area,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice,Bedroom_Flag
KS,Tecumseh,66542,4.0,3.0,4008.0,4.58,583093.1650036537,2970.743532750961,38.970722,-95.51832,579000.0,0
KS,Wichita,67205,5.0,5.0,4095.0,0.4,1454000.0,8087.0,37.730995,-97.397804,1474900.0,0
KS,Overland Park,66212,4.0,3.0,1859.0,0.208356290174472,336100.0,2149.0,38.950752,-94.70364,325000.0,0
KS,Topeka,66614,4.0,2.0,1328.0,0.155188246097337,156735.97160680575,1826.5654406132917,39.02535,-95.73451,149999.0,0
KS,Shawnee,66216,3.0,4.0,2726.0,0.2163911845730027,374700.0,2294.0,39.009857,-94.74841,359700.0,0
KS,Kansas City,66106,4.0,3.0,1906.0,0.1899908172635445,297000.0,2074.0,39.074184,-94.667336,300000.0,0
KS,Wichita,67212,5.0,2.0,2080.0,0.2299999999999999,191100.0,1594.0,37.697563,-97.404625,200000.0,0
KS,Newton,67114,3.0,2.0,3276.0,1.1094912764003673,298691.98160021007,495.0,38.04249,-97.33402,280000.0,0
KS,Salina,67401,4.0,3.0,1248.0,0.2066115702479339,173600.0,1550.0,38.804413,-97.61599,175000.0,0
KS,Wichita,67210,3.0,2.0,1573.0,0.1699999999999999,216100.0,1400.0,37.646732,-97.23512,215000.0,0
KS,Kansas City,66112,4.0,7.0,5271.0,2.74,630500.0,3961.0,39.12303,-94.777596,649900.0,0
KS,Junction City,66441,4.0,3.0,2024.0,0.25,260897.85662184315,2580.0211179513863,39.017685,-96.841675,250000.0,0
KS,Wichita,67235,3.0,2.0,1658.0,0.24,282900.0,1500.0,37.70949,-97.49627,280000.0,0
KS,Wichita,67203,4.0,3.0,2350.0,0.2,287200.0,1825.0,37.705933,-97.36082,299000.0,0
KS,Tonganoxie,66086,4.0,2.0,1830.0,3.3,372300.0,1999.0,39.153458,-95.16439,389900.0,0
KS,Lawrence,66047,5.0,2.0,3728.0,20.3,751925.4650289792,2796.5408043045377,38.897038,-95.2663,775000.0,0
KS,Junction City,66441,4.0,3.0,2534.0,0.22,267100.0,1275.0,39.012806,-96.8815,267500.0,0
KS,Leavenworth,66048,3.0,2.0,1764.0,0.35,291500.0,1550.0,39.299217,-94.93075,290000.0,0
KS,Junction City,66441,3.0,2.0,2185.0,0.3399999999999999,141700.0,1300.0,39.022182,-96.84103,149900.0,0
KS,Overland Park,66212,3.0,3.0,2144.0,0.2815197428833792,378500.0,2482.0,38.967716,-94.68765,360000.0,0
KS,Lenexa,66215,4.0,3.0,2326.0,0.2175390266299357,425900.0,2550.0,38.972576,-94.75645,415000.0,0
KS,Lawrence,66044,3.0,2.0,2224.0,9.29,373962.25645664654,2059.998490054576,39.05568,-95.21693,375000.0,0
KS,Bonner Springs,66012,4.0,3.0,3008.0,33.0,704200.0,3351.0,39.026215,-94.93791,750000.0,0
KS,Emporia,66801,3.0,2.0,1479.0,0.3013085399449036,192273.67893288174,1791.8762163798715,38.415672,-96.18802,185000.0,0
KS,Hays,67601,5.0,3.0,2314.0,0.27,289552.6520349503,2686.7106069732454,38.89657,-99.327095,280000.0,0
KS,Overland Park,66223,4.0,3.0,2132.0,0.31,420400.0,2394.0,38.84171,-94.650246,425000.0,0
KS,Topeka,66606,3.0,2.0,1432.0,0.13,187101.5560841512,1787.5411889235943,39.058872,-95.689804,179900.0,0
KS,Coffeyville,67337,4.0,2.0,2403.0,0.161,99985.80692740658,1575.6244035000545,37.04263,-95.62739,75000.0,0
KS,Mc Louth,66054,4.0,3.0,2816.0,80.85,726158.8918888143,3409.272444828945,39.139946,-95.21513,749900.0,0
KS,Topeka,66617,3.0,1.0,1120.0,0.97,138379.85095569456,1095.8689651618681,39.15883,-95.66842,136000.0,0
KS,Glasco,67445,4.0,2.0,1955.0,0.0448806244260789,67686.22918702516,1400.0,39.363205,-97.83797,45000.0,0
KS,Overland Park,66207,3.0,2.0,1444.0,0.19366391184573,290200.0,2080.0,38.94339,-94.64928,301500.0,0
KS,Liberal,67901,2.0,1.0,1215.0,0.18,90094.8497342775,1024.0,37.044205,-100.93503,79900.0,0
KS,Anthony,67003,4.0,2.0,3063.0,0.3,194000.0,1999.0,37.151802,-98.019554,195000.0,0
KS,Lenexa,66220,5.0,5.0,4810.0,0.3607438016528925,797300.0,4060.0,38.96887,-94.82352,789000.0,0
KS,Wichita,67205,4.0,3.0,2088.0,0.18,251600.0,1910.0,37.72861,-97.45524,250000.0,0
KS,Gardner,66030,3.0,2.0,1444.0,0.1848025711662075,305100.0,1865.0,38.81362,-94.946815,299000.0,0
KS,Wichita,67207,3.0,2.0,1918.0,0.1399999999999999,175400.0,1400.0,37.667522,-97.23088,175000.0,0
KS,Haysville,67060,3.0,2.0,1582.0,0.31,225100.0,1200.0,37.56746,-97.33876,225000.0,0
KS,Wichita,67230,4.0,3.0,3237.0,0.29,290300.0,2500.0,37.677105,-97.175,289900.0,0
KS,Olathe,66061,4.0,5.0,3872.0,2.08,898200.0,6384.0,38.86575,-94.85217,950000.0,0
KS,Wichita,67210,4.0,3.0,2020.0,0.1699999999999999,241300.0,1794.0,37.647984,-97.232574,240000.0,0
KS,Caldwell,67022,6.0,3.0,3380.0,4.1,248000.0,3449.0,37.08273,-97.50567,260000.0,0
KS,Greeley,66033,4.0,2.0,1680.0,10.0,283892.52491764695,2035.8712281149637,38.37556,-95.07967,285000.0,0
KS,Lawrence,66044,3.0,1.0,1498.0,2.2347200000000003,136940.8528766587,1044.6625387184854,38.97377,-95.25146,129900.0,0
KS,Stilwell,66085,4.0,3.0,2671.0,1.93,607100.0,3457.0,38.81929,-94.623344,600000.0,0
KS,Overland Park,66204,3.0,1.0,912.0,0.4748163452708907,262600.0,1650.0,39.002384,-94.68604,260000.0,0
KS,Parsons,67357,3.0,3.0,2174.0,26.95,387305.7166802267,2727.19788364141,37.290844,-95.266495,384500.0,0
KS,Wichita,67219,3.0,2.0,1575.0,0.24,312063.54424344783,2019.1791924296485,37.806557,-97.3124,315000.0,0
KS,Overland Park,66206,4.0,3.0,2977.0,0.4599999999999999,672300.0,3543.0,38.954765,-94.623795,650000.0,0
KS,Kansas City,66112,3.0,3.0,2239.0,0.2016069788797061,258300.0,2250.0,39.1131,-94.78519,267000.0,0
KS,Kansas City,66109,4.0,3.0,1692.0,0.5199954086317723,312800.0,1524.0,39.146034,-94.78512,309950.0,0
KS,Parsons,67357,3.0,2.0,1315.0,0.172,83523.06309012117,1595.345485322924,37.34176,-95.27121,67900.0,0
KS,Leawood,66224,5.0,5.0,4893.0,0.5499540863177227,1003400.0,5048.0,38.86004,-94.6157,1000000.0,0
KS,Lenexa,66227,4.0,3.0,2345.0,0.48,336500.0,2624.0,38.97993,-94.90853,349999.0,0
KS,Olathe,66061,3.0,5.0,1620.0,0.1784664830119375,242800.0,2009.0,38.879833,-94.81975,255000.0,0
KS,Leawood,66206,3.0,3.0,3146.0,0.47,500900.0,3239.0,38.957184,-94.61841,525000.0,0
KS,Emporia,66801,3.0,2.0,1563.0,0.2775482093663912,169443.98824005038,1735.4777210202633,38.412605,-96.19122,159000.0,0
KS,Paola,66071,3.0,2.0,1494.0,0.1603535353535353,156100.0,1400.0,38.56884,-94.876015,165000.0,0
KS,Overland Park,66213,4.0,3.0,2409.0,0.1434573002754821,560600.0,1799.0,38.886295,-94.71627,550000.0,0
KS,Prairie Village,66208,4.0,2.0,1825.0,0.2,376300.0,2500.0,38.992958,-94.61024,370000.0,0
KS,Leawood,66206,5.0,5.0,3457.0,0.8183195592286502,690100.0,2998.0,38.94848,-94.60872,685000.0,0
KS,Wichita,67207,4.0,3.0,2921.0,0.27,264100.0,2199.0,37.68337,-97.242744,265000.0,0
KS,Overland Park,66210,4.0,4.0,3416.0,0.36,553900.0,3499.0,38.91602,-94.737236,575000.0,0
KS,Wichita,67235,4.0,3.0,1930.0,0.1699999999999999,300700.0,1394.0,37.712654,-97.50562,300000.0,0
KS,Lawrence,66044,4.0,2.0,1732.0,0.365532782369146,234224.75838689116,1929.8885201647286,38.950726,-95.24662,230000.0,0
KS,Bel Aire,67226,3.0,2.0,1805.0,0.24,391500.0,2031.0,37.776257,-97.25021,389900.0,0
KS,Overland Park,66210,4.0,4.0,3744.0,0.2084022038567493,421800.0,2749.0,38.926636,-94.69357,420000.0,0
KS,Wichita,67214,3.0,1.0,951.0,0.15,133200.0,950.0,37.709316,-97.30735,135000.0,0
KS,Overland Park,66213,2.0,3.0,1560.0,0.0598714416896235,474700.0,1895.0,38.889885,-94.68166,470000.0,0
KS,Winfield,67156,4.0,2.0,1668.0,0.32,86900.0,1450.0,37.235588,-96.99146,95000.0,0
KS,Ottawa,66067,3.0,2.0,1204.0,0.2582644628099173,269700.0,1370.0,38.60776,-95.25214,265000.0,0
KS,Goddard,67052,4.0,3.0,2428.0,0.4599999999999999,412800.0,1749.0,37.600685,-97.611885,415000.0,0
KS,Wichita,67207,4.0,3.0,2185.0,0.2,327200.0,1749.0,37.667454,-97.19781,327900.0,0
KS,De Soto,66018,4.0,4.0,3075.0,0.41,480800.0,2845.0,38.974197,-94.98761,475000.0,0
KS,Manhattan,66502,2.0,1.0,1685.0,0.18,143600.0,1099.0,39.19105,-96.56445,145000.0,0
KS,Valley Falls,66088,5.0,3.0,2968.0,0.39,283002.0096786111,2589.9935636023433,39.34644,-95.46203,265000.0,0
KS,Overland Park,66212,3.0,2.0,1414.0,0.2068640955004591,276900.0,2009.0,38.949165,-94.69319,280000.0,0
KS,Lawrence,66046,3.0,2.0,1320.0,8.128,249814.14837583367,1927.2844219414983,38.935966,-95.22254,249900.0,0
KS,Lawrence,66046,5.0,3.0,2597.0,0.48460000000000003,356492.4282684458,2784.406139988247,38.948887,-95.24984,349900.0,0
KS,Galva,67443,5.0,2.0,2434.0,9.5,250000.0,1500.0,38.421303,-97.51582,259000.0,0
KS,Pittsburg,66762,4.0,2.0,2160.0,0.3399999999999999,163300.0,1350.0,37.406647,-94.71575,179000.0,0
KS,Kansas City,66101,2.0,2.0,1121.0,0.0800045913682277,101000.0,1350.0,39.110146,-94.631035,110000.0,0
KS,Osawatomie,66064,1.0,1.0,460.0,19.62,271500.0,749.0,38.47478,-94.96388,279999.0,0
KS,Wichita,67204,4.0,5.0,4113.0,1.04,585000.0,3032.0,37.803432,-97.367424,599999.0,0
KS,Topeka,66604,3.0,2.0,1256.0,0.113406795224977,157798.5805018364,1751.4380793366468,39.043114,-95.69527,149925.0,0
KS,Goddard,67052,3.0,2.0,2289.0,0.32,171500.0,1700.0,37.658375,-97.57981,180000.0,0
KS,Spring Hill,66083,7.0,6.0,8030.0,20.0,1849200.0,9076.0,38.72311,-94.77544,1950000.0,0
KS,Leawood,66209,3.0,3.0,2432.0,0.0501147842056933,446700.0,2764.0,38.891273,-94.610405,463000.0,0
KS,Wichita,67230,6.0,4.0,4596.0,0.5700000000000001,812000.0,4365.0,37.713345,-97.174866,835000.0,0
KS,Independence,67301,5.0,4.0,4909.0,2.571,280300.0,1599.0,37.201096,-95.70379,286000.0,0
KS,Topeka,66605,4.0,2.0,1834.0,0.3443526170798898,102898.81699525198,1654.1987572192586,39.015488,-95.66324,85000.0,0
KS,Holcomb,67851,6.0,2.0,1782.0,0.3669,227200.0,1594.0,37.982376,-100.974106,240000.0,0
KS,Kansas City,66109,3.0,1.0,928.0,0.45,224400.0,1350.0,39.131927,-94.761215,219999.0,0
KS,Spring Hill,66083,3.0,3.0,1750.0,0.2641873278236915,325300.0,1795.0,38.71933,-94.83055,335000.0,0
KS,Overland Park,66206,3.0,2.0,2310.0,0.4204545454545454,538800.0,2650.0,38.956196,-94.6226,519000.0,0
KS,Wichita,67203,2.0,1.0,704.0,0.1399999999999999,100200.0,744.0,37.69028,-97.35577,99000.0,0
KS,Goodland,67735,4.0,3.0,4250.0,0.2571,298000.0,2495.0,39.348446,-101.70058,299500.0,0
KS,Lawrence,66047,4.0,3.0,3810.0,4.23938567493113,554348.8776698764,2938.570554110486,38.951797,-95.31307,549900.0,0
KS,Merriam,66203,3.0,3.0,1746.0,0.2585169880624426,287400.0,1550.0,39.033825,-94.70266,275000.0,0
KS,Gardner,66030,4.0,2.0,1800.0,10.0,511100.0,1994.0,38.750008,-94.909424,540000.0,0
KY,Hopkinsville,42240,3.0,2.0,1508.0,2.29,206291.53890762705,1816.2038624425104,36.950634,-87.40612,200000.0,0
KY,Bowling Green,42103,5.0,4.0,3905.0,3.21,481400.0,2880.0,36.90909,-86.24204,485000.0,0
KY,Hopkinsville,42240,6.0,4.0,3052.0,0.2,99970.70552560143,1800.0,36.862293,-87.47698,59999.0,0
KY,Manchester,40962,4.0,1.0,1280.0,10.0,87062.08484491911,1073.0,37.240234,-83.67523,80000.0,0
KY,Louisville,40208,2.0,1.0,1711.0,0.15,151200.0,1350.0,38.21365,-85.76531,152500.0,0
KY,Earlington,42410,4.0,3.0,1579.0,0.2089072543617998,155468.78505444998,999.0,37.277794,-87.51235,139900.0,0
KY,Stanford,40484,3.0,2.0,1080.0,0.6699954086317723,139500.0,1525.0,37.559284,-84.70038,45000.0,0
KY,Paducah,42001,3.0,2.0,1188.0,0.25,167200.0,1295.0,37.03897,-88.68195,179900.0,0
KY,Wayland,41666,3.0,2.0,1840.0,0.3600091827364555,108535.33578297553,1578.2465662514612,37.44713,-82.79887,89000.0,0
KY,Russell Springs,42642,4.0,2.0,1836.0,2.1100000000000003,230794.85250359462,2125.0,37.047585,-85.01676,225000.0,0
KY,Druid Hills,40207,5.0,4.0,4654.0,0.27,1064759.0759343402,4572.04888235426,38.26563,-85.663414,1095000.0,0
KY,Louisville,40223,3.0,2.0,1901.0,0.39,351700.0,2294.0,38.252316,-85.58742,350000.0,0
KY,Louisville,40216,3.0,1.0,1266.0,0.1399999999999999,155600.0,1194.0,38.175,-85.83523,157176.0,0
KY,Louisville,40212,4.0,2.0,2820.0,0.1399999999999999,185700.0,995.0,38.25958,-85.817635,189000.0,0
KY,Louisville,40272,3.0,2.0,996.0,0.24,98800.0,1200.0,38.06108,-85.890724,99000.0,0
KY,Irvine,40336,4.0,3.0,2902.0,1.3399908172635446,482300.0,2995.0,37.80009,-83.99378,484000.0,0
KY,Nicholasville,40356,5.0,5.0,4721.0,1.0000009182736456,794400.0,4988.0,37.973827,-84.59983,799000.0,0
KY,Independence,41051,3.0,2.0,1300.0,0.19,240461.6197468737,1911.136649502773,38.936886,-84.60558,239900.0,0
KY,Lexington,40517,3.0,2.0,1461.0,0.2149908172635445,239000.0,1400.0,37.989674,-84.48738,265000.0,0
KY,Henderson,42420,3.0,2.0,1411.0,0.3443526170798898,154600.0,1250.0,37.87302,-87.57067,119900.0,0
KY,Somerset,42501,2.0,1.0,1073.0,0.1399908172635445,76700.0,1123.0,37.083252,-84.59952,159000.0,0
KY,Shelbyville,40065,3.0,2.0,1428.0,0.55,248600.0,1849.0,38.22048,-85.21618,249900.0,0
KY,Eddyville,42038,3.0,2.0,2017.0,0.98,320549.4641084847,1979.639767830049,37.098637,-88.0696,319000.0,0
KY,Bowling Green,42103,5.0,4.0,3636.0,0.65,546900.0,3184.0,36.932037,-86.40283,549900.0,0
KY,Louisville,40241,3.0,4.0,3581.0,0.31,576421.2242555188,3559.6552380680946,38.290993,-85.57824,569000.0,0
KY,Verona,41092,3.0,3.0,2316.0,1.38,356432.9623793669,2647.297974314594,38.81916,-84.653076,349000.0,0
KY,Stanford,40484,3.0,3.0,2016.0,0.5,247600.0,2100.0,37.515667,-84.79999,299900.0,0
KY,Frankfort,40601,3.0,1.0,1776.0,5.0699954086317724,230700.0,1599.0,38.29984,-84.897995,235000.0,0
KY,Zoe,41397,2.0,1.0,800.0,0.6199954086317723,176074.31204374682,1125.7119981436624,37.686363,-83.713326,179000.0,0
KY,Richmond,40475,3.0,1.0,1892.0,0.5,67812.13373158028,999.0,37.819836,-84.41313,49500.0,0
KY,Berea,40403,4.0,2.0,1858.0,0.6899908172635445,253500.0,1674.0,37.56912,-84.325485,279900.0,0
KY,Kevil,42053,3.0,2.0,1248.0,2.0,85900.0,799.0,37.138996,-88.92066,89000.0,0
KY,Shelbyville,40065,3.0,2.0,2247.0,5.0,288400.0,2299.0,38.128452,-85.19675,289900.0,0
KY,Murray,42071,4.0,3.0,3363.0,1.0,364500.0,1400.0,36.59341,-88.34018,377500.0,0
KY,Hopkinsville,42240,4.0,3.0,3524.0,5.7,419200.0,2761.0,36.829098,-87.59025,200000.0,0
KY,Georgetown,40324,3.0,2.0,1710.0,0.2399908172635445,402019.2864910625,2194.0,38.334824,-84.57979,411870.0,0
KY,Paint Lick,40461,4.0,3.0,1916.0,0.25,304300.0,1550.0,37.61659,-84.410706,309900.0,0
KY,Louisville,40205,3.0,2.0,3085.0,0.15,478400.0,1999.0,38.21747,-85.68284,479900.0,0
KY,Louisville,40213,3.0,2.0,1294.0,0.15,259600.0,1650.0,38.204414,-85.733444,259000.0,0
KY,Bowling Green,42103,5.0,5.0,5626.0,1.72,786400.0,4613.0,36.935272,-86.40307,799900.0,0
KY,Lexington,40509,4.0,4.0,3161.0,0.1828053259871441,480500.0,2836.0,37.99513,-84.40626,489900.0,0
KY,Radcliff,40160,3.0,2.0,1144.0,0.29,128200.0,649.0,37.850838,-85.95351,134900.0,0
KY,Flatwoods,41139,6.0,3.0,2520.0,0.58,151400.0,1994.0,38.528828,-82.70993,154900.0,0
KY,Owensboro,42303,4.0,2.0,1430.0,0.8,194296.18612830137,1888.6439590148289,37.78014,-87.01837,189900.0,0
KY,Ezel,41425,4.0,2.0,1800.0,5.0,234054.81333261658,1920.8546246022934,37.891975,-83.44157,229000.0,0
KY,Owensboro,42303,3.0,2.0,1244.0,0.16,209300.0,1599.0,37.75349,-87.084145,199900.0,0
KY,Winchester,40391,3.0,2.0,2792.0,32.360009182736455,534900.0,3152.0,37.951008,-84.21606,690000.0,0
KY,Bellewood,40207,2.0,2.0,1648.0,0.25,346747.56662442023,1992.7551589991454,38.255207,-85.62979,350000.0,0
KY,Shelbyville,40065,3.0,2.0,2102.0,0.2,278700.0,2100.0,38.217556,-85.231224,279000.0,0
KY,Owensboro,42301,3.0,2.0,2060.0,0.2683654729109274,210956.4572387815,1754.9586870509531,37.73549,-87.1253,198500.0,0
KY,Taylorsville,40071,4.0,3.0,3139.0,22.99,678000.0,3871.0,38.022835,-85.46287,725000.0,0
KY,Henderson,42420,4.0,1.0,1406.0,0.53,125100.0,1200.0,37.87523,-87.5651,90000.0,0
KY,Viper,41774,4.0,6.0,5188.0,79.19,576010.7765664913,4708.072701883002,37.18559,-83.114655,540000.0,0
KY,Hillsboro,41049,7.0,1.0,2784.0,19.0,280900.0,1800.0,38.333977,-83.730736,285000.0,0
KY,Louisville,40245,4.0,4.0,3351.0,0.24,455800.0,2707.0,38.304478,-85.51853,455000.0,0
KY,Shepherdsville,40165,2.0,2.0,2456.0,1.5,253400.0,2170.0,38.01484,-85.70317,265000.0,0
KY,Louisville,40220,3.0,2.0,1627.0,0.21,298474.56127021107,1985.3531905718996,38.216732,-85.61881,299500.0,0
KY,Louisville,40217,3.0,3.0,1621.0,0.12,349747.9360621325,2722.785972530442,38.22511,-85.740135,350000.0,0
KY,Crestwood,40014,4.0,3.0,3360.0,5.0,562900.0,3548.0,38.33517,-85.36011,565000.0,0
KY,Stearns,42647,4.0,3.0,2000.0,8.5,283800.0,1999.0,36.687023,-84.489235,299900.0,0
KY,Maysville,41056,3.0,2.0,1274.0,0.1067033976124885,87733.08469372764,950.0,38.643257,-83.7436,73000.0,0
KY,Bowling Green,42101,3.0,2.0,1370.0,0.22,232400.0,1500.0,36.983727,-86.48922,234900.0,0
KY,Lexington,40511,3.0,2.0,1260.0,0.1101928374655647,251000.0,1694.0,38.10941,-84.54177,250000.0,0
KY,Gray,40734,4.0,2.0,1952.0,12.0,179800.0,1999.0,36.879395,-83.979836,189000.0,0
KY,Bowling Green,42101,3.0,2.0,1440.0,0.61,184100.0,1769.0,37.060497,-86.65326,174900.0,0
KY,Elizabethtown,42701,4.0,1.0,1341.0,0.35,232400.0,1599.0,37.69949,-85.85023,235000.0,0
KY,Indian Hills,40207,4.0,3.0,2852.0,0.4599999999999999,575934.9747457466,3104.225484729645,38.28847,-85.65143,585000.0,0
KY,Union,41091,5.0,5.0,4018.0,0.47,665695.3281151126,4489.365607460828,38.908768,-84.65057,660000.0,0
KY,Morehead,40351,4.0,3.0,2738.0,13.0,484100.0,1994.0,38.227028,-83.48258,489000.0,0
KY,Anchorage,40223,4.0,4.0,3317.0,0.7,790200.0,4694.0,38.2551,-85.541176,789900.0,0
KY,Lexington,40517,4.0,4.0,2690.0,0.5899908172635445,282900.0,2194.0,37.988937,-84.494125,283000.0,0
KY,Franklin,42134,3.0,2.0,1150.0,0.44,209400.0,1200.0,36.709568,-86.59766,225000.0,0
KY,Murray,42071,6.0,2.0,2450.0,8.0,179300.0,1450.0,36.557274,-88.33034,189000.0,0
KY,Russellville,42276,4.0,3.0,2076.0,6.3,305800.0,1350.0,36.930973,-86.83075,310000.0,0
KY,Louisville,40205,4.0,2.0,1817.0,0.4,344500.0,1949.0,38.20692,-85.69181,345000.0,0
KY,Louisville,40291,3.0,2.0,2410.0,0.25,285300.0,1999.0,38.169434,-85.57279,285000.0,0
KY,Gravel Switch,40328,1.0,1.0,679.0,13.45,132400.0,629.0,37.50057,-84.99134,165000.0,0
KY,Woollum,40906,2.0,1.0,1120.0,25.0,143037.38500574377,1350.0,37.010532,-83.82079,139000.0,0
KY,Lexington,40511,3.0,2.0,1240.0,0.1719926538108356,247200.0,1694.0,38.085033,-84.50918,249000.0,0
KY,Lexington,40515,5.0,3.0,2448.0,0.1575987144168962,402900.0,2400.0,37.962402,-84.46508,425000.0,0
KY,Lexington,40517,4.0,2.0,1791.0,0.3120064279155188,236900.0,1959.0,37.9909,-84.48769,389000.0,0
KY,Louisville,40214,4.0,2.0,1902.0,0.26,209000.0,1099.0,38.150623,-85.808655,210000.0,0
KY,Cawood,40815,2.0,1.0,964.0,12.0,69082.93608179875,895.0,36.787323,-83.2228,59900.0,0
KY,Lexington,40511,3.0,2.0,2221.0,0.2432966023875114,172900.0,1999.0,38.072536,-84.51424,172000.0,0
KY,Hueysville,41640,2.0,2.0,1521.0,12.0,103311.5443409023,999.0,37.502167,-82.82971,85000.0,0
KY,Oak Grove,42262,4.0,2.0,1608.0,0.27,217900.0,1599.0,36.654488,-87.40275,240000.0,0
KY,Louisville,40291,3.0,2.0,1155.0,0.15,200200.0,1625.0,38.15954,-85.61294,200000.0,0
KY,Louisville,40207,3.0,3.0,2165.0,0.12,437000.0,2682.0,38.248264,-85.66508,425000.0,0
KY,Nicholasville,40356,4.0,3.0,2000.0,0.2393250688705234,308700.0,1695.0,37.844566,-84.56529,310000.0,0
KY,Paducah,42003,4.0,3.0,2012.0,0.29,224700.0,1400.0,37.035065,-88.57825,239900.0,0
KY,Somerset,42503,2.0,1.0,1328.0,0.7,182500.0,1150.0,37.051846,-84.67333,199000.0,0
KY,Evarts,40828,4.0,2.0,600.0,0.4300045913682277,48213.783285768644,983.0,36.85807,-83.21339,39900.0,0
KY,Louisville,40291,2.0,1.0,894.0,0.0699999999999999,164314.5941439431,1090.174653374237,38.163467,-85.60272,165000.0,0
KY,Elizabethtown,42701,3.0,1.0,1110.0,0.3,93100.0,1505.0,37.686638,-85.86914,99500.0,0
KY,Louisville,40214,4.0,3.0,2200.0,0.1699999999999999,262822.0591120913,2561.367334750428,38.170795,-85.77647,250000.0,0
KY,Louisville,40217,3.0,2.0,1536.0,0.12,295200.0,1849.0,38.227627,-85.74139,295000.0,0
KY,Jeffersontown,40299,4.0,3.0,3012.0,0.16,369300.0,1980.0,38.193954,-85.59644,369900.0,0
KY,Lawrenceburg,40342,2.0,3.0,1910.0,0.548989898989899,365900.0,912.0,37.97564,-85.010666,370000.0,0
KY,Crestwood,40014,3.0,2.0,744.0,0.54,114800.0,1645.0,38.35041,-85.40133,124000.0,0
KY,Russellville,42276,2.0,1.0,1051.0,0.76,96700.0,901.0,36.846573,-86.87501,99900.0,0
KY,Beattyville,41311,3.0,2.0,2686.0,2.8399908172635446,117784.62729860013,1999.0,37.523354,-83.73624,89000.0,0
KY,Glasgow,42141,3.0,1.0,1088.0,0.5,155100.0,1252.0,36.96281,-85.86881,185000.0,0
KY,Danville,40422,3.0,1.0,987.0,0.1850091827364554,136800.0,1099.0,37.660053,-84.783455,129900.0,0
KY,Pikeville,41501,4.0,3.0,3221.0,10.5,310428.7584769912,2526.0416016176373,37.377636,-82.43752,289900.0,0
KY,Salyersville,41465,3.0,2.0,1248.0,65.0,242000.0,948.0,37.844025,-83.14239,265000.0,0
KY,Richmond,40475,3.0,2.0,1285.0,0.2800045913682277,258565.36372659105,1949.261501630523,37.73486,-84.18599,259900.0,0
KY,Louisville,40212,2.0,2.0,1231.0,0.1,111900.0,848.0,38.25571,-85.795815,115000.0,0
KY,Booneville,41314,3.0,1.0,1232.0,0.5399908172635446,134124.021896448,1073.0378635343216,37.4298,-83.783615,130000.0,0
KY,Covington,41015,3.0,1.0,1476.0,0.11,181090.93214500867,1135.7744113931576,39.035942,-84.49795,178500.0,0
KY,Mc Kee,40447,3.0,2.0,1344.0,95.0,233700.0,1597.0,37.548958,-84.08225,235000.0,0
KY,Bellevue,41073,3.0,2.0,1582.0,0.05,298347.9324491572,1990.8533245978797,39.106728,-84.47916,299900.0,0
KY,Louisville,40272,3.0,2.0,1838.0,0.25,251001.83022464882,1863.4318613245591,38.10537,-85.84401,245000.0,0
KY,Hazard,41701,2.0,2.0,1680.0,18.0,56500.0,1350.0,37.30021,-83.18817,59000.0,0
KY,South Shore,41175,3.0,3.0,2038.0,20.0,651157.7347974906,796.0,38.618713,-82.93436,675000.0,0
KY,Erlanger,41018,3.0,2.0,950.0,0.02,140820.79221810217,1756.6059507385794,39.001965,-84.58886,135000.0,0
KY,Bowling Green,42101,3.0,2.0,1150.0,1.0,206944.47074249727,1863.2811135366032,37.086266,-86.443825,205000.0,0
KY,Mc Kee,40447,3.0,1.0,1115.0,70.0,224000.0,1099.0,37.46072,-84.12176,225000.0,0
KY,Bedford,40006,3.0,2.0,2108.0,1.39,244700.0,2275.0,38.567757,-85.33536,329900.0,0
KY,Lexington,40515,10.0,13.0,24252.0,10.780004591368227,13560304.662256055,33196.548281552954,37.968567,-84.44988,14500000.0,0
KY,Louisville,40241,4.0,4.0,2650.0,0.2299999999999999,390781.74128103105,3393.8698963922466,38.307335,-85.60187,379000.0,0
KY,Franklin,42134,3.0,2.0,2278.0,0.5,340600.0,1949.0,36.70531,-86.58554,409900.0,0
KY,Saint Matthews,40207,3.0,3.0,2860.0,0.25,378000.0,1800.0,38.24314,-85.64959,375000.0,0
KY,Paducah,42003,3.0,2.0,1216.0,0.18,137100.0,1200.0,37.06799,-88.5848,49900.0,0
KY,Murray,42071,3.0,2.0,1698.0,0.3299999999999999,249300.0,649.0,36.58263,-88.34166,239000.0,0
KY,London,40744,2.0,1.0,1068.0,1.0699954086317722,150400.0,1300.0,37.025917,-84.19054,140000.0,0
KY,Richmond,40475,3.0,2.0,1280.0,0.25,258510.6988831181,1949.7914386532775,37.734734,-84.18565,259900.0,0
KY,Mount Sterling,40353,3.0,2.0,1615.0,0.4199954086317722,223100.0,1150.0,38.07189,-83.88118,235000.0,0
KY,Lexington,40504,4.0,2.0,2546.0,0.8264003673094582,309700.0,1599.0,38.04515,-84.555,315000.0,0
KY,Berea,40403,3.0,2.0,1285.0,1.0,235000.0,1425.0,37.640804,-84.24459,204000.0,0
KY,Morehead,40351,5.0,3.0,2789.0,11.0,156367.6929505996,1900.0,38.23491,-83.3751,128500.0,0
